content,creationTime,score,anonymousFlag,plusAvailable,location,nickname,productColor
别人强烈推荐下购买，趁着优惠机会是给家里人买的，首先东西包装很完整，物流从来没让人失望过，还是这么快，收到货后家里人看到很惊喜也很喜欢，而且外观规整。我本身是学习工业设计的，宝贝很多设计非常人性化，看起来很完美，特别合适，价格还是很合适，很亲民，已经大力推荐给身边朋友了。另外点赞这次的配送员小哥，每天这么多快递，而且送上门，真的很辛苦。支持！下次一定再来！！！,2023-09-08 10:26:34,5,1,201,北京,A***c,mini7+白
买相机还送配件盒 哈哈 真的很不错 mini7拍出来的照片是很棒的 配件盒里的配件都很实用 京东速度很给力 第二天就收到了,2023-09-05 16:12:34,5,1,201,吉林,j***z,mini7+白
N次购买，质量很好，外观包装精致，蓝色主题风非常好，里面送了好多东西，配套齐全，还送了照片册，紫色挂绳，非常实用，送朋友也非常大气，很满意的一次购物，发货及时，当天购买当天就收到了。,2023-08-18 09:10:48,5,1,201,上海,月***狐,mini7+蓝
这款宝贝已经收到了，不得不说，京东快递就是快。当天晚上下得订单第二天中午就送到了。产品是正品，外观高端大气上档次，价格也很合适，可以说是物有所值，也可以说是物美价廉。产品质量的话由于是刚收到的，还没有经历过长时问的使用，我也不敢确定。但是以京东一贯的口碑来看，肯定是不会差的。即使是质量有问题，京东退换货也很方便。,2023-09-15 12:32:55,5,1,201,辽宁,减***吧,mini7+白
非常好看非常喜欢这一款相机看了喜欢果断买了到了之后果然没有辜负我的期待，送女朋友她非常喜欢，会继续购买的，下次买一个mini12。,2023-08-25 20:19:51,5,1,201,广东,l***2,mini7+白
一如既往的支持京东！这个拍立得简直太赞了，颜值高，操作简单方便，照片质量也还不错，在特定的场景下简直就是神器不二之选，点赞！,2023-07-24 09:45:35,5,1,201,广东,谅***之,mini7+白
宝贝质量很好，物流也很快，值得推荐！宝贝质量很好，物流也很快，值得推荐！宝贝质量很好，物流也很快，值得推荐！宝贝质量很好，物流也很快，值得推荐！,2023-08-11 10:17:34,5,1,201,江苏,疯***a,mini7+白
质量非常好，非常满意的一次购物。客服回复速度也可以！除了相知买不到。其他的目前没问题，买去送人的！别人也非常喜欢，物流也挺快,2023-07-27 09:48:10,5,1,201,广东,y***e,mini7+白
几以前几乎从未认真评价过，也不知道浪费了多少分。我听说评价中有100多个单词，基本上是每周访问一次。在京东购物太方便了，根本停不下来。从那时起，购买日用品时首先想到的就是京东，它是真正的。起初我很担心。现在我习惯了，这真的很好。现在我必须给更多的折扣。我下次会再来。我一直在购物。它仍然是一个非常好的宝贝。真的很好。这是值得的。网上买一次也没用。它还没有安装。我一次买了两个。大品牌值得信赖。,2023-07-23 09:12:29,5,1,201,广西,j***N,mini7+蓝
不好意思，评价晚了，非常好的店家，东西很喜欢！买来这个是送人的，她很喜欢，卖家的贴心让我感到很温暖，物流公司也很好。下次还会来买的！,2023-09-17 09:09:15,5,1,201,安徽,u***d,mini7+白
不错哦！！！！！用起来很棒！！！！！！京东的服务相当好！！！！！非常nice！！！很是喜欢！！！！！！！！准备再买个送朋友！！！！！,2023-07-27 09:56:00,5,1,201,河南,傅***洲,mini7+蓝
非常漂亮😻的mini 7 +蓝色，终于被我蹲到了，开心🥳的嘞！颜色和款式都长在我的审美上，最主要是性价比超高，便宜还好用呢！,2023-08-19 16:12:51,5,1,201,河南,郑***华,mini7+蓝
非常感谢您提供如此出色的产品！我对这次购买非常满意。产品的质量非常好，完全符合我的期望。物流速度也非常快，让我迅速收到了商品。您所提供的客户服务也非常专业和周到，解答了我所有的疑问。整个购物流程非常顺利，让我感到非常愉快。我非常满意这次购买体验，并且愿意推荐给我的朋友们。再次感谢您的提供，祝您生意兴隆！,2023-09-11 00:44:10,5,1,203,湖南,五***丶,mini7+白
终于抢到了拍立得Mini7 +白色，性价比超高的一款相机，在别的地方都买不到，或者可以买到溢价的，但是京东自营店总是给我惊喜！,2023-08-18 15:42:51,5,1,201,河南,郑***华,mini7+白
非常好看的拍立得相机mini 7 +蓝色，心仪已久终于到我碗里来了！正值七夕，老公送的节日礼物🎁非常开心🥳性价比超高。,2023-08-20 21:19:15,5,1,201,河南,郑***华,mini7+蓝
成像效果：成像的效果也非常好，它是慢慢慢慢的变出影子来，不是一按不是一照就会出现得，等个两分钟左右才会出影像，反应速度：这个就是按完快门键，它就会出来一听见有声音，它就出来了。操作难易：非常简单，便于操作。这是我闺女玩的，拿在手里，自己就会照相了。外形外观：小孩非常喜欢这个蓝色，当时是抢白色，没抢到，后来买了个蓝色，但是小孩也很喜欢。做工质量：质量非常好，他这个也塑料的严，塑料的质量非常好，一点味道都没有，而且拿在手里沉甸甸的。沉甸甸的，不是说很重的那种，就是说他是很质量很好。,2023-08-15 10:06:52,5,0,201,海外,徐***丶,mini7+白
种草n久，总算买啦！送给闺蜜生日礼物，嘻嘻嘻，她很喜欢，我也超开心，相机样子可爱，操作简单，磨砂质感，很喜欢！一起拍了好多照片儿，贼温馨贼满意，美好的青春纪念册，以后一起出门儿玩都带它啦！开心心！价格还不贵，满意意！,2023-09-03 08:49:05,5,0,201,四川,惜***0,mini7+蓝
京东自营店的mini 7 +总是最便宜的，而且一有货就放出来让我们粉丝朋友购买，不溢价真的太好了！这是我喜欢在京东买东西的原因。,2023-08-19 16:46:07,5,1,201,河南,郑***华,mini7+蓝
非常好用，他按键也非常灵敏，一开也不会等弹回去，那个摄像头也拍的挺清楚的，氧闪光灯也闪的很好，就是相纸实在是太不好买了,2023-08-25 09:39:29,5,1,201,北京,北***丁,mini7+白
富士这一款拍立得特别的可爱，成像效果也特别的好，反应速度也超级快，操作起来非常的简单，容易上手，做工质量更是棒，京东上买东西就是好啊,2023-08-15 17:02:50,5,1,201,广东,j***k,mini7+蓝
"真的超级喜欢，非常支持，质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物",2023-08-23 08:48:02,5,1,201,广东,p***h,mini7+蓝
成像效果：还没试反应速度：可以操作难易：超级简单做工质量：很好，看起来就很棒外形外观：颜色超级好看，很嫩的那种，哈哈哈哈，好喜欢其他特色：不是很大，也不很沉，很适合业余爱好玩，很喜欢,2023-08-22 10:07:20,5,0,203,海外,D***号,mini7+白
成像效果很不错，反应速度有点快，操作难度很小，做工质量非常好，外观外戏很好，很好看，非常好看，送朋友很喜欢，操作好方便，喜欢,2023-09-20 23:08:19,5,1,201,河北,z***4,mini7+白
相机非常好看，送朋友很喜欢，成像效果好，反应速度灵敏，操作难度很小，非常容易上手，做工精细做工超好，送朋友很喜欢，非常好看。,2023-09-05 12:19:00,5,null,201,湖北,致***样,mini7+蓝
好产品、好品质、好服务，宝贝确实值这个价钱，在这给商家点个赞👍非常满意😘，材质做工非常好，而且百搭，手感也很棒，非常nice，实用性非常强，赞👍是理想中的产品💖，质量不错，物流也很快，值得点赞！是正品，而且价格不贵，用着也很大气，一直在用，很好🎉✨包装非常好，很严实，值这个价格特别特别棒，货比三家才买的，店主人很好，回答问题很有耐心，也很详细，有需要还会再来的物流满分💯，包装快递满分💯，配送员态度满分💯，购物让人开心，吃土使我快乐~ʜᴀᴘᴘʏ̆̈◞̆在这里选购安全方便快捷💜，快递小哥态度非常好，这个价格非常给力💪，十分推荐，会继续回购趁着优惠，赶紧入手，是正品，包装也非常的好，没有破损，质量也是没得说，棒👍很好的购买平台，质量不错，特别是有品牌的，值得信赖精挑细选很久✨，最后决定买这一款🎁，到货后果然没有让我失望，实物很漂亮🔮，做工很精细🌈，特别满意💖,2023-09-11 21:18:48,5,1,201,吉林,囍***兔,mini7+白
东西比我想象中的还要完美，十分给力，值得入手包装非常结实，东西保护得很好，值得好评东西很满意哦，美观时尚大气，客服超级有耐心，服务细致贴心，大品牌就是不一样,2023-09-08 11:15:45,5,1,201,江西,j***F,mini7+白
超级好看的外表，拍照起来也特别好看的，出去旅游拿着超级好看，快递包装也很好，稍微有点小压痕，不过没有什么大问题操作难易：简单易上手成像效果：nice!,2023-08-27 09:44:44,5,1,203,福建,4***案,mini7+白
💌收到立马打开看了一下，非常不错，质量超好，颜值又高😘，推荐推荐🉑真的好喜欢，客服态度也挺好的，值！以后有需要还会来买反应速度：很快,2023-09-04 16:02:04,5,1,201,江西,x***-,mini7+白
😭😭😭相机挺好用的其实提交订单没有了配件礼包  所以没有选择  可惜,2021-08-01 20:26:17,3,1,0,null,j***J,【新升级】mini7+白
👌从没想过这么实惠的价格，😴能买到这么好的宝贝，😃性价比非常高，我很喜欢哦😃🎁宝贝质量很好，收到货第一时间打开看了，很不错👍，很满意😃，客服也有问必答，感谢🙏已经收到啦，很不错，还有赠品，性价比太高啦，爱了爱了,2023-08-15 13:42:22,5,1,201,安徽,卖***好,mini7+蓝
东西非常不错啊，家里人也很喜欢这个，确实是送礼特别好的一个东西，在办公室里面，我们经常会拿这个玩具来去拍摄和创作一些作品，去活动的时候呢，我们也是会用它来弄，所以这个还是非常好的一个东西，嗯，女孩子也很喜欢，然后这里面确实有个挑战点，就是说箱子确实还是蛮贵的，哦，不，相纸，相纸非常贵。嗯，没有找到好的，便宜的箱子确实拍起来是比较头疼的。,2023-08-19 10:08:51,5,0,203,海外,D***号,mini7+蓝
终于收到我需要的宝贝了，东西很好，价美物廉，谢谢掌柜的!掌柜态度很专业热情，有问必答，回复也很快，我问了不少问题，都会认真回答我。再说宝贝，正是我需要的，收到的时候包装完整，打开后让我惊喜的是，宝贝比我想象中的还要好!不得不得竖起大拇指。下次需要的时候我还会再来的！！！！,2023-09-01 22:16:30,5,1,201,四川,荔***煲,mini7+白
质量可以说是非常好了，与京东卖家描述的完全一致，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。,2023-08-29 12:51:02,5,1,201,广东,j***F,mini7+白
哈哈哈，算是富士人了，买了mini11和7+，蓝色很好看的呢非常喜欢，出去玩拍照绝了，这个宝贝真心不错，每次给朋友拍照都被夸了！,2023-09-06 19:06:47,5,0,0,海外,我***z,mini7+蓝
买了才一天就收到了，真的非常喜欢，颜值很高，拍出来的照片也都很好看，不错，朋友们都很喜欢拍出来的照片，已经拍了快三四十张照片了，k,2023-09-19 11:58:46,5,1,201,广东,V***-,mini7+白
无论材质还是做工都超出了预期，超值，穿起来也很好看哦。卖家发货也比预计提早了很多，还会再来。买吧，不会后悔的哦！全五分。无论材质还是做工都超出了预期，超值，穿起来也很好看哦。卖家发货也比预计提早了很多，还会再来。买吧，不会后悔的哦！全五分。,2023-08-23 08:25:23,5,1,201,湖南,洛***1,mini7+白
